id,text,label
46134,"I make 500 dollars a day! from home, ask me how!",3
46135,"Great video, very informative and well explained.",0
46136,"Make money! online fast, no experience needed!",3
46137,This video is about twelve minutes! long.,2
46138,Can you make a follow up video on this topic?,4
46139,"This is absolutely amazing, loved every second of it!",0
46140,I believe you meant to say the opposite of what you said.,5
46141,Where can I download! the files you used here?,4
46142,This is completely wrong and misleading information.,1
46143,"Buy cheap views and subscribers now, DM me!",3
46144,Please slow down when explaining complex parts.,6
46145,"Small error in the code, you forgot a closing! bracket.",5
46146,The thumbnail caught my attention.,2
46147,You confused two different concepts in this part.,5
46148,Fix the audio levels in your next upload.!,6
46149,There are links! in the description.,2
46150,Please slow down when explaining complex parts.,6
46151,Why does this happen! the way it does?,4
46152,"Clickbait title,! the video delivers nothing.",1
46153,"So many errors in this video, very unprofessional.",1
46154,Please include the source! links in the description.,6
46155,The video has a few! chapters.,2
46156,The date you mentioned is actually! off by one year.,5
46157,The video! has a few chapters.,2
46158,Click here to win a free iPhone now!!!,3
46159,"I regret watching this,! total garbage.",1
46160,"I learned so much from! this, thank you!",0
46161,Click here to win a! free iPhone now!!!,3
46162,"Perfect video, exactly what I was looking for.",0
46163,Really appreciate the effort you put into this.,0
46164,The video was! uploaded today.,2
46165,"I make 500 dollars a day from home, ask me how!",3
46166,Really appreciate the effort you put into this.,0
46167,"Free followers and likes at my profile, check it out!!",3
46168,How long did it take you to create this?,4
46169,This is a video about the topic.,2
46170,"So many errors in this video, very unprofessional.",1
46171,Please include! the source links in the description.,6
46172,I watched this video.,2
46173,This is the most confusing explanation! I have ever seen.,1
46174,Click here to win a free iPhone now!!!,3
46175,How many! hours did you spend on this project?,4
46176,There are links in the description.,2
46177,Do you have a! written version of this tutorial?,4
46178,Fix the audio levels in your next upload.!,6
46179,Click here to win! a free iPhone now!!!,3
46180,I came across this while browsing.,2
46181,"You are incredibly talented,! this is top notch.",0
46182,Do not forget to add subtitles next! time.,6
46183,I watched this video.,2
46184,Why does this happen the way it does?,4
46185,One of the best! videos I have watched in a long time.,0
46186,Add! timestamps to your videos please.,6
46187,Do not forget to add subtitles next time.,6
46188,"That definition is not quite accurate, please check again.",5
46189,The video has a few chapters.,2
46190,"That definition is not quite accurate, please check again.",5
46191,Do you have a written version of this tutorial?,4
46192,"Really boring and poorly made, thumbs down.",1
46193,This is a! video about the topic.,2
46194,"Nothing useful here, just! filler content.",1
46195,Where can I download the files you used here?!,4
46196,Please slow down when explaining complex parts.,6
46197,"Very! rude presenter, extremely off-putting.",1
46198,"You are incredibly talented, this is top notch.",0
46199,"Dating site for singles, click the link below!",3
46200,"So many errors in this video, very unprofessional.",1
46201,What software did you use to make this! video?,4
46202,"I regret watching this,! total garbage.",1
46203,Why is my result different from what you showed?,4
46204,This video is about twelve minutes long.,2
46205,Does anyone know where I can find more like this?,4
46206,"This made my day,! so inspiring and motivating.",0
46207,"This made my day, so inspiring and motivating.",0
46208,Can you make! a follow up video on this topic?,4
46209,"So well done, I watched it three times already.",0
46210,Turn! on the captions for accessibility.,6
46211,This channel deserves way more subscribers.,0
46212,"This is terrible,! complete waste of my time.",1
46213,There are links! in the description.,2
46214,"Excellent explanation,! very clear and easy to follow.",0
46215,Please slow! down when explaining complex parts.,6
46216,Please slow down when explaining complex parts.,6
46217,The date you mentioned is actually! off by one year.,5
46218,"The audio quality is awful, could not! understand anything.",1
46219,"So well! done, I watched it three times already.",0
46220,What do you think about the alternative approach?!,4
46221,Share this video with everyone you know.,6
46222,"Nothing useful here, just filler content.",1
46223,"Really boring! and poorly made, thumbs down.",1
46224,You made a mistake at around the three minute mark.,5
46225,"I got 10000! subscribers in one day, here is how!",3
46226,One of the best videos I have watched in a long time.,0
46227,I found this in my recommendations.,2
46228,This was suggested to me by YouTube.,2
46229,Promo! code SPAM50 for discount on my useless product!,3
46230,You confused two different concepts in this part.,5
46231,I watched this video.,2
46232,"I got 10000 subscribers in one day, here is how!!",3
46233,"This is absolutely amazing, loved every second! of it!",0
46234,"I learned so much from this, thank you!",0
46235,"I got 10000 subscribers in one day, here is how!",3
46236,Do you have a written version of this tutorial?,4
46237,How long did it take you to create this?,4
46238,"The audio quality is awful, could not understand anything.",1
46239,"This is a scam avoid at! all costs, visit my page instead!",3
46240,You switched the x and y axes in that! chart.,5
46241,"This is pure gold, thank you for the hard work.",0
46242,"Small error in the code, you forgot a closing bracket.",5
46243,"This is terrible, complete waste! of my time.",1
46244,The spelling of! that term is incorrect in your slides.,5
46245,"Great video, very informative and well explained.",0
46246,"This made my day, so inspiring and motivating.",0
46247,"Make money online fast, no! experience needed!",3
46248,The formula you used there is actually wrong.,5
46249,That calculation gives a different result when done! correctly.,5
46250,The link you shared in the description is broken.,5
46251,Why is! my result different from what you showed?,4
46252,Why does this happen the way it does?,4
46253,"Thank you so much for sharing this, really helpful!!",0
46254,Do not cut! the video so abruptly at the end.,6
46255,"This made my day, so inspiring and motivating.!",0
46256,Add timestamps! to your videos please.,6
46257,The video! has a few chapters.,2
46258,This is the most confusing explanation I have ever seen.,1
46259,"Buy! cheap views and subscribers now, DM me!",3
46260,"Really boring and poorly made,! thumbs down.",1
46261,"Actually that is not correct, the answer is different.",5
46262,Can someone explain what this means?,4
46263,Please respond to your comments more often.,6
46264,"That is a common misconception, the real answer is different.",5
46265,This channel is going downhill fast.,1
46266,"Free crypto airdrop, send me your! wallet address!",3
46267,The video was uploaded today.,2
46268,The presenter talks about several! points.,2
46269,"Worst! video I have seen, very disappointing.",1
46270,"Nothing useful here, just filler content.",1
46271,"Bot! followers for sale, cheapest rates guaranteed!",3
46272,"I got 10000 subscribers in one day, here is how!",3
46273,Subscribe to my channel! for free money giveaway!,3
46274,"Small error in the code, you forgot a closing! bracket.",5
46275,"So well done, I watched it three times! already.",0
46276,Please include the source links in the description.,6
46277,Can you make a follow! up video on this topic?,4
46278,"Really boring and poorly made, thumbs down.",1
46279,"Excellent! explanation, very clear and easy to follow.",0
46280,"Free followers and likes at my profile, check it out!",3
46281,That calculation gives a different! result when done correctly.,5
46282,Click! here to win a free iPhone now!!!,3
46283,"Buy cheap views and subscribers now, DM me!!",3
46284,There are links in the description.,2
46285,"I got 10000 subscribers in one day, here is how!",3
46286,I found this in my recommendations.,2
46287,You confused two different concepts in this part.,5
46288,Pin this! comment so everyone can see it.,6
46289,Fix the audio levels in your next upload.,6
46290,What software did you use to make this! video?,4
46291,"You are incredibly talented, this is top notch.",0
46292,Pin this comment so everyone can see it.,6
46293,"I make 500 dollars a! day from home, ask me how!",3
46294,I believe you meant to say the! opposite of what you said.,5
46295,"I got 10000 subscribers in one day,! here is how!",3
46296,This is a video about the topic.,2
46297,The date you mentioned is actually off by one year.,5
46298,Pin this comment so everyone can see it.,6
46299,Has anyone tried this on a Mac instead of Windows?,4
46300,You made a mistake at around the three minute mark.,5
46301,"I learned so much from this, thank you!",0
46302,"Worst video I have seen, very disappointing.",1
46303,How long did it take you to create! this?,4
46304,"The audio quality is awful,! could not understand anything.",1
46305,Please! slow down when explaining complex parts.,6
46306,How long did it take you! to create this?,4
46307,I watched this video.,2
46308,"I make 500 dollars a day from home, ask me how!",3
46309,"Very rude presenter, extremely off-putting.",1
46310,What software did you use to make this video?,4
46311,"Buy cheap! views and subscribers now, DM me!",3
46312,I watched this video.,2
46313,"Very! rude presenter, extremely off-putting.",1
46314,"This is pure gold, thank you for the hard work.",0
46315,Do you have a written version of this tutorial?,4
46316,Do not forget to add subtitles next time.,6
46317,"This! is absolutely amazing, loved every second of it!",0
46318,"So well done, I watched it three times already.",0
46319,Unsubscribed after watching this disaster.,1
46320,Click here to win a free iPhone now!!!!,3
46321,What is the name of the song in the background?,4
46322,You mislabeled the diagram in! this section.,5
46323,"That is a common misconception, the real answer is different.",5
46324,"Small error in the code, you forgot a closing bracket.",5
46325,"I! got 10000 subscribers in one day, here is how!",3
46326,"Very rude presenter, extremely off-putting.",1
46327,You switched the x and y axes in! that chart.,5
46328,I believe you meant to say the opposite of what you said.,5
46329,I paused this! halfway through.,2
46330,How many hours did you! spend on this project?,4
46331,"Very rude presenter, extremely off-putting.",1
46332,Add timestamps to your videos please.,6
46333,You switched the x and! y axes in that chart.,5
46334,Please! include the source links in the description.,6
46335,"I make 500 dollars a day from home, ask me how!",3
46336,"Nothing useful here, just filler content.",1
46337,Where can I download the files you used here?,4
46338,"The audio quality is awful, could not! understand anything.",1
46339,"This is terrible, complete waste of my time.",1
46340,There are subtitles! available for this video.,2
46341,"Free crypto airdrop, send me! your wallet address!",3
46342,This is a video about the topic.,2
46343,"Free followers and likes at my profile, check it out!",3
46344,"Really boring! and poorly made, thumbs down.",1
46345,"You are incredibly talented,! this is top notch.",0
46346,I think you got the steps in the wrong order here.,5
46347,Make a part! two of this video immediately!,6
46348,One of the best videos I have watched in a! long time.,0
46349,I watched this on my phone.,2
46350,I watched this video.,2
46351,There are subtitles available for this video.,2
46352,"Free crypto airdrop, send me your wallet address!",3
46353,The video was uploaded today.,2
46354,"I do not recommend this at all, very bad! content.",1
46355,"So many errors in this video, very unprofessional.",1
46356,Fix the audio levels in your next upload.,6
46357,You switched the x and y axes! in that chart.,5
46358,There are subtitles available for this video.,2
46359,Pin this comment so everyone can! see it.,6
46360,"Visit my website for amazing! deals, link in bio!",3
46361,Click here! to win a free iPhone now!!!,3
46362,"Visit my website for amazing! deals, link in bio!",3
46363,The video was! uploaded today.,2
46364,You switched the x and y axes in that chart.,5
46365,"Fantastic content, keep up! the great work!",0
46366,"Perfect video, exactly what I was looking for.",0
46367,"Clickbait title, the! video delivers nothing.",1
46368,Does anyone know where I can find more like this?,4
46369,First comment! Subscribe to me for no reason!,3
46370,Really appreciate the effort you put into this.,0
46371,Promo code SPAM50 for discount on my useless product!!,3
46372,"Nothing useful here, just filler content.!",1
46373,"Stop using that background music, it is distracting.",6
46374,This video is about twelve minutes long.,2
46375,Why is my result different from what you! showed?,4
46376,"Bot followers for sale, cheapest! rates guaranteed!",3
46377,This video is about twelve minutes long.!,2
46378,Does anyone know where! I can find more like this?,4
46379,"Thank you! so much for sharing this, really helpful!",0
46380,"Beautifully made, the quality is outstanding.",0
46381,Add timestamps! to your videos please.,6
46382,Can someone explain what this means?,4
46383,Do you have a written version! of this tutorial?,4
46384,"Very! rude presenter, extremely off-putting.",1
46385,I watched this on my phone.,2
46386,The editing is horrible and the pacing is off.,1
46387,"So many errors in this video, very unprofessional.",1
46388,Where can I download the files! you used here?,4
46389,"Nothing useful here, just filler content.",1
46390,"Nothing useful here,! just filler content.",1
46391,One of the best videos I have watched in a long time.,0
46392,Share this video with everyone you know.,6
46393,What do you think about the alternative approach?,4
46394,I watched this video.,2
46395,Can someone explain what this! means?,4
46396,Pin this comment so everyone can! see it.,6
46397,"I learned so much from this, thank you!",0
46398,"Worst video I have seen, very disappointing.",1
46399,"I regret watching this, total garbage.",1
46400,Turn on the! captions for accessibility.,6
46401,Please respond to your comments more often.,6
46402,The presenter talks about several points.,2
46403,"I got! 10000 subscribers in one day, here is how!",3
46404,"Thank you so much for! sharing this, really helpful!",0
46405,Please include the source! links in the description.,6
46406,First comment! Subscribe to me for no reason!,3
46407,"This is pure gold, thank you for the hard! work.",0
46408,"I learned! so much from this, thank you!",0
46409,Do not forget to add subtitles next time.,6
46410,Is this method still relevant in the current year?,4
46411,"Perfect video, exactly! what I was looking for.",0
46412,First comment! Subscribe to me for no reason!,3
46413,One of the best videos I have watched in a! long time.,0
46414,The video has a few chapters.!,2
46415,"This is absolutely amazing,! loved every second of it!",0
46416,"This is absolutely! amazing, loved every second of it!",0
46417,"So many errors in this video, very unprofessional.",1
46418,I paused this halfway through.!,2
46419,"Free followers and likes at my! profile, check it out!",3
46420,"Very rude presenter,! extremely off-putting.",1
46421,"Thank you so much for sharing this, really helpful!",0
46422,"Very rude presenter, extremely off-putting.",1
46423,"Actually that is not correct, the answer is different.",5
46424,"That definition is not quite accurate, please check again.",5
46425,Pin this comment so everyone! can see it.,6
46426,"Free followers and likes at my profile, check it out!",3
46427,Can you make a follow up video on this topic?,4
46428,Do not forget to add subtitles next! time.,6
46429,"Excellent explanation, very clear and easy! to follow.",0
46430,"I regret watching this, total garbage.",1
46431,"Thank you! so much for sharing this, really helpful!",0
46432,I believe you meant to! say the opposite of what you said.,5
46433,Click here to win a free iPhone now!!!,3
46434,"Small! error in the code, you forgot a closing bracket.",5
46435,The presenter talks! about several points.,2
46436,"Buy cheap views and! subscribers now, DM me!",3
46437,Do you have a written! version of this tutorial?,4
46438,The spelling of that term is incorrect in your slides.!,5
46439,The date you mentioned is actually off! by one year.,5
46440,This was suggested to me by YouTube.,2
46441,"You are incredibly talented, this is top! notch.",0
46442,"Really boring and poorly made, thumbs down.",1
46443,I believe you meant to say the opposite of what you said.,5
46444,Why does this happen! the way it does?,4
46445,What software did you use to make this video?!,4
46446,"The audio quality is awful, could not understand anything.",1
46447,The date you mentioned is actually off! by one year.,5
46448,"Beautifully made, the quality is outstanding.!",0
46449,Is! this method still relevant in the current year?,4
46450,The presenter! talks about several points.,2
46451,"So well done,! I watched it three times already.",0
46452,How many hours did you spend on this! project?,4
46453,First comment! Subscribe to me for no reason!,3
46454,Do not forget to add subtitles next time.,6
46455,This was suggested! to me by YouTube.,2
46456,"This! made my day, so inspiring and motivating.",0
46457,Subscribe to my channel for free money giveaway!,3
46458,"Thank you so much for sharing this, really helpful!",0
46459,The date you mentioned is actually off by one year.,5
46460,There are links in the description.,2
46461,Promo code SPAM50 for discount on my useless product!,3
46462,Please slow down when explaining complex parts.,6
46463,"Stop using that background music, it! is distracting.",6
46464,"The audio quality is awful, could not understand anything.",1
46465,"I got 10000 subscribers! in one day, here is how!",3
46466,"Free! crypto airdrop, send me your wallet address!",3
46467,This is completely wrong and misleading information.,1
46468,"This is a scam avoid at all costs, visit my page! instead!",3
46469,"Dating site for singles, click the! link below!",3
46470,"That definition is not! quite accurate, please check again.",5
46471,The video has a few chapters.,2
46472,Can you make a follow up! video on this topic?,4
46473,"Free crypto airdrop, send me your wallet address!",3
46474,The! video covers the basics.,2
46475,"So many errors in this! video, very unprofessional.",1
46476,Please include the source links in the description.,6
46477,Unsubscribed after watching this disaster.,1
46478,"You are incredibly talented, this is top notch.",0
46479,Share this video with everyone you know.,6
46480,This channel is going downhill fast.,1
46481,Can you make a follow up video on this! topic?,4
46482,Add timestamps to your videos please.,6
46483,I watched this on my phone.,2
46484,The date you mentioned is actually off by one year.,5
46485,This is a! video about the topic.,2
46486,"Fantastic content, keep up the great work!",0
46487,What is the name of the! song in the background?,4
46488,Do not cut the video so abruptly at the end.,6
46489,Fix the audio levels! in your next upload.,6
46490,"I! learned so much from this, thank you!",0
46491,"This is terrible, complete waste of my time.",1
46492,Please respond to your comments more often.,6
46493,"I got 10000 subscribers in! one day, here is how!",3
46494,Can someone explain what this means?,4
46495,"Thank you so much for sharing this, really helpful!",0
46496,Do not cut the video! so abruptly at the end.,6
46497,"The audio! quality is awful, could not understand anything.",1
46498,Where can I download the files you! used here?,4
46499,The spelling of that! term is incorrect in your slides.,5
46500,"Small error in the code, you forgot a closing bracket.",5
46501,How long did it take you to create this?!,4
46502,I believe you meant to say the opposite of what you said.,5
46503,"Thank you so much for sharing this, really helpful!",0
46504,"The audio quality is awful, could not understand anything.",1
46505,What software did you use to make! this video?,4
46506,"Worst video I have seen, very! disappointing.",1
46507,The presenter talks about several points.,2
46508,Can you make a follow up video on this topic?,4
46509,How many hours did you spend on this project?,4
46510,Check my latest video for free robux and vbucks!,3
46511,The video has a few chapters.,2
46512,Please include the source links in the! description.,6
46513,"Free followers and likes at my profile, check it out!",3
46514,That calculation gives a different result when done correctly.,5
46515,"Thank you so much for sharing this, really helpful!",0
46516,I think you got the steps in! the wrong order here.,5
46517,Why is my result different from what you! showed?,4
46518,I watched this video.,2
46519,"Clickbait title, the video delivers nothing.",1
46520,Can someone explain what this means?,4
46521,This was suggested to! me by YouTube.,2
46522,Is this suitable for complete beginners?,4
46523,"This is pure gold,! thank you for the hard work.",0
46524,"Bot followers for sale, cheapest rates! guaranteed!",3
46525,This! channel is going downhill fast.,1
46526,One of the! best videos I have watched in a long time.,0
46527,The editing! is horrible and the pacing is off.,1
46528,Unsubscribed after watching this! disaster.,1
46529,One of the best videos! I have watched in a long time.,0
46530,Please make more videos on this subject!,6
46531,"Thank you so much for sharing this, really helpful!",0
46532,The formula you used there is actually wrong.,5
46533,"Nothing! useful here, just filler content.",1
46534,You confused two different concepts in this part.,5
46535,"Bot followers for sale, cheapest rates guaranteed!!",3
46536,The spelling of that! term is incorrect in your slides.,5
46537,"This made! my day, so inspiring and motivating.",0
46538,This is the most confusing explanation I have ever seen.,1
46539,"Really boring and poorly made, thumbs down.",1
46540,Add timestamps to your videos please.,6
46541,There are subtitles! available for this video.,2
46542,"Perfect video, exactly what I was looking for.",0
46543,I found! this in my recommendations.,2
46544,Make a part two of this video immediately!,6
46545,The formula you! used there is actually wrong.,5
46546,The date! you mentioned is actually off by one year.,5
46547,Has anyone tried this on a Mac instead of Windows?,4
46548,"Beautifully made, the quality is outstanding.",0
46549,"That is a common misconception, the real answer is different.",5
46550,"This made my day, so inspiring! and motivating.",0
46551,The link you! shared in the description is broken.,5
46552,Do you have a written! version of this tutorial?,4
46553,"So well done, I watched it three times already.",0
46554,Click here to win a free iPhone now!!!,3
46555,Why does this happen the way it does?,4
46556,Add timestamps to your videos please.!,6
46557,Can you make a follow up video on this topic?,4
46558,How many hours did you spend on this project?,4
46559,"Nothing useful! here, just filler content.",1
46560,I believe you meant to say the opposite of what you said.,5
46561,That calculation gives a different result when done correctly.,5
46562,There are subtitles available for this video.,2
46563,"Buy cheap views and subscribers now, DM me!",3
46564,"Thank you so much for! sharing this, really helpful!",0
46565,"I do not recommend this! at all, very bad content.",1
46566,Do not skip the introduction next! time please.,6
46567,The link you shared in! the description is broken.,5
46568,"I make 500 dollars a day from home, ask me how!!",3
46569,"Really boring and poorly made, thumbs down.",1
46570,The date you mentioned is actually off by one year.,5
46571,"This is absolutely amazing, loved every second of it!!",0
46572,Do you have a written version of this tutorial?,4
46573,"Great video, very informative and well explained.",0
46574,Turn on the captions for accessibility.,6
46575,"Bot followers for sale, cheapest rates guaranteed!",3
46576,This channel is going downhill fast.,1
46577,"Nothing useful here, just filler! content.",1
46578,"Great video, very informative and well! explained.",0
46579,The editing is horrible and the pacing is off.,1
46580,Why does this happen! the way it does?,4
46581,"Free followers and likes at my profile, check it! out!",3
46582,This channel deserves way more! subscribers.,0
46583,Does anyone know where I can find more like this?!,4
46584,"That is a common misconception,! the real answer is different.",5
46585,You mislabeled the diagram in this section.,5
46586,I came across this while browsing.,2
46587,You confused two different concepts in this! part.,5
46588,"I got 10000 subscribers in one day, here is how!",3
46589,Does anyone know where I can find more like this?,4
46590,Where can I download the files you used! here?,4
46591,Where can I download the files you used here?,4
46592,How many hours did you spend on this project?,4
46593,I! came across this while browsing.,2
46594,"Worst video I have! seen, very disappointing.",1
46595,This was suggested to me by YouTube.,2
46596,Please slow down when explaining complex parts.,6
46597,What is! the name of the song in the background?,4
46598,The video! has a few chapters.,2
46599,Make a part! two of this video immediately!,6
46600,Please respond to your comments more often.,6
46601,The editing is horrible and the pacing is off.,1
46602,"Beautifully! made, the quality is outstanding.",0
46603,That calculation gives a different result when done correctly.,5
46604,Does anyone know where I can find more like this?,4
46605,Unsubscribed after watching! this disaster.,1
46606,I! came across this while browsing.,2
46607,Please slow down! when explaining complex parts.,6
46608,How many hours did you spend on! this project?,4
46609,Do not skip the introduction next time please.!,6
46610,Make a part two! of this video immediately!,6
46611,Promo code SPAM50 for discount on my useless product!,3
46612,That calculation gives a different result when done correctly.,5
46613,"I learned so much from this, thank you!",0
46614,"Buy cheap views and subscribers now, DM me!",3
46615,You made a mistake at around the three minute mark.,5
46616,"So many errors in this video, very unprofessional.",1
46617,Subscribe to my channel for free money giveaway!,3
46618,"Fantastic content, keep up the great! work!",0
46619,I think you got the steps in the! wrong order here.,5
46620,How long did it take you to create this?,4
46621,This was suggested to me by YouTube.,2
46622,Where can I download the files you used here?,4
46623,The link you shared in the description is broken.,5
46624,"That is a common misconception, the real answer! is different.",5
46625,Do not cut the video so! abruptly at the end.,6
46626,Can you make! a follow up video on this topic?,4
46627,This is the most confusing explanation I have ever seen.,1
46628,"Free crypto airdrop, send me your! wallet address!",3
46629,Click here to win a free iPhone now!!!,3
46630,This channel is going downhill fast.!,1
46631,The video has a few! chapters.,2
46632,What do you think about the alternative approach?,4
46633,"Bot followers for! sale, cheapest rates guaranteed!",3
46634,Has anyone tried this on a Mac! instead of Windows?,4
46635,"I do not recommend this at all, very bad content.",1
46636,"Small error in the code, you forgot a closing bracket.",5
46637,What do! you think about the alternative approach?,4
46638,I watched this on my phone.,2
46639,First comment! Subscribe to me for no reason!,3
46640,This video is about twelve minutes! long.,2
46641,Unsubscribed after watching this disaster.,1
46642,The presenter talks about several points.,2
46643,Please slow down when explaining complex parts.!,6
46644,"Perfect video, exactly what I was looking for.",0
46645,"Nothing useful here, just filler content.",1
46646,Click here to win! a free iPhone now!!!,3
46647,Fix the audio levels in your next upload.!,6
46648,"This is pure gold, thank you for the hard work.",0
46649,"Great video, very informative! and well explained.",0
46650,The presenter talks about several points.,2
46651,Pin this comment so everyone can see it.!,6
46652,Has anyone tried this on a Mac instead of Windows?,4
46653,Share this video with everyone you know.!,6
46654,"The audio quality is awful, could not understand anything.",1
46655,One of the best videos I have watched in a long time.,0
46656,You confused two different concepts in! this part.,5
46657,I think you got the steps in the wrong order here.,5
46658,Do not skip the introduction next time please.,6
46659,"Very rude presenter, extremely off-putting.",1
46660,"This is terrible,! complete waste of my time.",1
46661,"This is a! scam avoid at all costs, visit my page instead!",3
46662,The editing is horrible and the pacing is off.,1
46663,What! do you think about the alternative approach?,4
46664,Turn on the captions for accessibility.!,6
46665,First comment!! Subscribe to me for no reason!,3
46666,Add timestamps to your videos! please.,6
46667,"That is a common misconception, the real answer is different.!",5
46668,What is the name of the song in the background?,4
46669,This channel is going downhill fast.,1
46670,Do not forget to add subtitles next time.,6
46671,This was suggested to me by YouTube.,2
46672,Make a part two of! this video immediately!,6
46673,"I got 10000 subscribers in one day, here is how!",3
46674,Do not skip the! introduction next time please.,6
46675,This channel deserves way more subscribers.!,0
46676,"Great video, very informative and well explained.",0
46677,"This is absolutely amazing, loved every! second of it!",0
46678,"Really boring and poorly made, thumbs down.",1
46679,The spelling of that term is incorrect in your slides.,5
46680,Add timestamps to your videos please.,6
46681,Do not forget to add! subtitles next time.,6
46682,There are links in the description.,2
46683,"I learned so much from this, thank you!!",0
46684,I watched this video.,2
46685,"This is terrible, complete waste of my time.",1
46686,Subscribe to my channel for free money giveaway!,3
46687,Why is my result! different from what you showed?,4
46688,This! was suggested to me by YouTube.,2
46689,You switched the x and! y axes in that chart.,5
46690,"I learned so much from this, thank you!",0
46691,Pin this comment so everyone can see it.,6
46692,Is this method still relevant in the current year?,4
46693,The formula you used there is actually wrong.,5
46694,I think you got the steps in the wrong order here.,5
46695,First! comment! Subscribe to me for no reason!,3
46696,Unsubscribed after watching this! disaster.,1
46697,"This is a scam avoid at all costs, visit my page instead!",3
46698,The formula you! used there is actually wrong.,5
46699,Click here to win a free! iPhone now!!!,3
46700,One of the best videos I have watched in a long time.,0
46701,"This is terrible, complete waste of my time.!",1
46702,"Upload more frequently, we need this content!",6
46703,Subscribe to my channel for free money! giveaway!,3
46704,I! paused this halfway through.,2
46705,Subscribe to my channel for free money giveaway!,3
46706,"Perfect video, exactly what I was looking for.",0
46707,"Small error in the code, you forgot a closing bracket.",5
46708,"Free crypto airdrop, send me your wallet address!",3
46709,"Bot followers for sale, cheapest rates guaranteed!",3
46710,"Nothing useful here, just filler! content.",1
46711,What do you think about the alternative approach?,4
46712,Does anyone know! where I can find more like this?,4
46713,"Excellent explanation, very clear and easy to follow.",0
46714,"Stop using that background music, it is distracting.",6
46715,Is this! method still relevant in the current year?,4
46716,"Dating site! for singles, click the link below!",3
46717,I watched this on my phone.!,2
46718,This was suggested to me by YouTube.,2
46719,"This made my day, so inspiring and motivating.",0
46720,"Bot followers for sale, cheapest! rates guaranteed!",3
46721,I came across this while browsing.!,2
46722,Has anyone tried this on a Mac instead of Windows?,4
46723,This channel! deserves way more subscribers.,0
46724,Is this method still relevant in the! current year?,4
46725,The spelling of! that term is incorrect in your slides.,5
46726,Please slow down when explaining complex parts.,6
46727,The formula you used! there is actually wrong.,5
46728,"Free followers and likes at my profile, check! it out!",3
46729,"Very rude presenter, extremely! off-putting.",1
46730,I came across! this while browsing.,2
46731,Unsubscribed! after watching this disaster.,1
46732,Subscribe to my channel for free money giveaway!!,3
46733,The link you shared in the description is broken.,5
46734,Why is my result different from! what you showed?,4
46735,"The audio quality is awful, could not understand anything.!",1
46736,You mislabeled the diagram in this section.!,5
46737,I found this in my recommendations.!,2
46738,Unsubscribed after watching! this disaster.,1
46739,"Dating site for singles, click the link! below!",3
46740,Add timestamps to your videos please.!,6
46741,"This is terrible, complete waste of my time.",1
46742,I think you got! the steps in the wrong order here.,5
46743,Turn on the captions for accessibility.!,6
46744,Please include the source links in the description.,6
46745,"I got 10000 subscribers in one day, here! is how!",3
46746,I believe you! meant to say the opposite of what you said.,5
46747,I believe you! meant to say the opposite of what you said.,5
46748,Why does this happen the way! it does?,4
46749,Do not cut the video so! abruptly at the end.,6
46750,I! came across this while browsing.,2
46751,"Visit my website for amazing deals, link in bio!",3
46752,Promo code SPAM50 for discount on my useless product!,3
46753,The thumbnail caught my attention.!,2
46754,Is this method still relevant in the current year?,4
46755,What software did you! use to make this video?,4
46756,"I make 500 dollars a day from home, ask me! how!",3
46757,You switched the! x and y axes in that chart.,5
46758,"Dating site for singles, click the link below!",3
46759,Fix! the audio levels in your next upload.,6
46760,Do not forget to add subtitles next time.,6
46761,Is this method still relevant in the current year?,4
46762,Please slow down when! explaining complex parts.,6
46763,"Dating site for singles, click the link below!!",3
46764,This is completely wrong and misleading information.,1
46765,Has anyone tried this on a Mac! instead of Windows?,4
46766,"Upload more frequently, we need this content!",6
46767,You switched the x and y axes in that chart.,5
46768,"Thank you so much for sharing this, really! helpful!",0
46769,"I got 10000 subscribers in one day, here is how!",3
46770,First comment! Subscribe to me for no reason!,3
46771,"Perfect video, exactly what I was looking for.",0
46772,"This is absolutely amazing, loved every! second of it!",0
46773,"Clickbait title,! the video delivers nothing.",1
46774,Add! timestamps to your videos please.,6
46775,This is a! video about the topic.,2
46776,The formula you used there is actually wrong.!,5
46777,Do not forget to add subtitles next time.,6
46778,This is completely wrong and misleading information.,1
46779,"Nothing useful here, just filler content.",1
46780,Promo code SPAM50 for discount on my useless product!,3
46781,The spelling of that! term is incorrect in your slides.,5
46782,How many hours did you spend on this project?,4
46783,"Buy cheap views and subscribers now, DM me!",3
46784,Do not forget to add! subtitles next time.,6
46785,This! channel is going downhill fast.,1
46786,The presenter talks! about several points.,2
46787,I think you got the steps in the wrong order here.,5
46788,Add timestamps to your videos please.,6
46789,Please slow down when explaining complex parts.,6
46790,"This is a scam avoid at all costs, visit my page instead!",3
46791,What software did you use to make this video?,4
46792,What is the name of the song in the background?,4
46793,This is completely wrong and! misleading information.,1
46794,"I do not recommend this at! all, very bad content.",1
46795,I watched this video.,2
46796,You mislabeled the diagram in this section.,5
46797,What software did you use to make this video?,4
46798,The editing is horrible and the pacing is off.,1
46799,Why is my result different from what you showed?,4
46800,"That is a common misconception, the real answer is different.",5
46801,Subscribe to my! channel for free money giveaway!,3
46802,"That definition! is not quite accurate, please check again.",5
46803,"That is a common misconception, the real answer! is different.",5
46804,The presenter talks about several points.,2
46805,The editing is horrible and the pacing! is off.,1
46806,"So many errors in this video, very unprofessional.",1
